"Mouse_ID","Transect","Code","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI","OPG","location"
"SK_3115","HZ_BR","GIEL68","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","d","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,"HI 13",0.888888889,"Germany","Gielsdorf 68","SK",NA,"10/7/15","1M","Dissection",NA,"10/8/15",1,NA,NA,NA,0.0236,0.035,0.0338,0.0344,0.0029,NA,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,1112,NA,NA,13.876,52.6052777778,NA,10.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,"13.8756 52.6053"
"SK_3116","HZ_BR","GIEL68","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","dd","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.84,"Germany","Gielsdorf 68","SK",NA,"10/7/15","1F","Dissection",NA,"10/8/15",1,NA,NA,NA,0.0543,NA,NA,NA,NA,NA,NA,0.0115,"B-",NA,NA,NA,NA,"A",0,100,0,0,NA,NA,NA,NA,NA,1123,NA,NA,13.876,52.6052777778,NA,19.35,90.8,"84.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,NA,NA,0.657111622724173,0,"13.8756 52.6053"
"SK_3117","HZ_BR","GIEL68","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.92,"Germany","Gielsdorf 68","SK",NA,"10/7/15","1F","Dissection",NA,"10/8/15",1,NA,NA,NA,0.0524,NA,NA,NA,NA,NA,NA,0.0124,"B-",NA,NA,NA,NA,"A",0,9,0,0,NA,NA,NA,NA,NA,1124,NA,NA,13.876,52.6052777778,NA,15.64,78.1,"72.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,NA,0.63098623430718,0,"13.8756 52.6053"
"SK_3118","HZ_BR","GIEL68","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125/155","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.92,"Germany","Gielsdorf 68","SK",NA,"10/7/15","1F","Dissection",NA,"10/8/15",1,NA,NA,NA,0.0452,NA,NA,NA,NA,NA,NA,0.0114,"B+",6,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,1125,NA,NA,13.876,52.6052777778,NA,19.07,87.7,"77.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.658955718476469,0,"13.8756 52.6053"
"SK_3119","HZ_BR","GIEL68","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","94","95/100","125","120","90/100",NA,"dd","dm","mm","mm","dm",NA,"HI 12",0.739130435,"Germany","Gielsdorf 68","SK",NA,"10/7/15","1F","Dissection",NA,"10/8/15",1,NA,NA,NA,0.0538,NA,NA,NA,NA,NA,NA,0.0145,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,1126,NA,NA,13.876,52.6052777778,NA,16.13,81.7,"80.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.631534587347487,0,"13.8756 52.6053"
"SK_3120","HZ_BR","HOHW30","F",14.1189,52.8367,2015,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","70/90",NA,"mm","mm","mm","mm","mm",NA,"HI 12",0.956521739,"Germany","Hohenwutzen 30","SK",NA,"10/8/15","1F","Dissection",NA,"10/8/15",0,NA,NA,NA,0.0392,NA,NA,NA,NA,NA,NA,0.009,"B+",3,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,1441,NA,NA,14.119,52.8366666667,NA,16.72,75.6,"70.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.651169593045167,0,"14.1189 52.8367"
"SK_3121","HZ_BR","GIEL68","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","d","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd","HI 14",0.8,"Germany","Gielsdorf 68","SK",NA,"10/8/15","1M","Dissection",NA,"10/8/15",0,NA,NA,NA,0.0368,0.0837,0.0824,0.0831,0.0174,0.0548,NA,NA,NA,NA,NA,NA,NA,"A",0,12,0,0,NA,NA,NA,NA,NA,1113,NA,NA,13.876,52.6052777778,NA,18.95,84,"81.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,NA,NA,0.663941676012515,7000,"13.8756 52.6053"
"SK_3122","HZ_BR","DANE22","M",13.6664,52.7339,2015,"d","d","d","d","d","d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd","HI 14",0.05,"Germany","Danewitz 22","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0431,0.0685,0.0685,0.0685,0.0217,0.0829,NA,NA,NA,NA,NA,NA,NA,"A",0,3,0,0,NA,NA,NA,NA,NA,679,NA,NA,13.666,52.7338888889,NA,18.88,79.1,"85.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,0.672225159807493,0,"13.6664 52.7339"
"SK_3123","HZ_BR","DANE22","M",13.6664,52.7339,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany","Danewitz 22","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0332,0.0717,0.0749,0.0733,0.0179,0.0458,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,680,NA,NA,13.666,52.7338888889,NA,15.29,75.9,"85.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.629922970862743,0,"13.6664 52.7339"
"SK_3124","HZ_BR","DANE22","F",13.6664,52.7339,2015,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.04,"Germany","Danewitz 22","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0477,NA,NA,NA,NA,NA,NA,0.0074,"B+",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,688,NA,NA,13.666,52.7338888889,NA,17.74,80.2,"83.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.655902965767326,0,"13.6664 52.7339"
"SK_3125","HZ_BR","DANE22","F",13.6664,52.7339,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany","Danewitz 22","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0657,NA,NA,NA,NA,NA,NA,0.0123,"B+",5,NA,NA,NA,"A",0,35,0,0,NA,NA,NA,NA,NA,689,NA,NA,13.666,52.7338888889,NA,23.24,90.2,"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,0,NA,NA,0.69876818509205,0,"13.6664 52.7339"
"SK_3126","HZ_BR","DANE22","M",13.6664,52.7339,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany","Danewitz 22","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0302,0.0705,0.0708,0.0707,0.0154,0.0259,NA,NA,NA,NA,NA,NA,NA,"A",0,5,0,0,NA,NA,"d",NA,NA,681,NA,NA,13.666,52.7338888889,NA,16.48,77.8,"86.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,0.643559142202491,36706,"13.6664 52.7339"
"SK_3127","HZ_BR","DANE22","M",13.6664,52.7339,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany","Danewitz 22","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0456,0.0695,0.0714,0.0705,0.0115,0.0075,NA,NA,NA,NA,NA,NA,NA,"A",0,5,0,0,NA,NA,NA,NA,NA,682,NA,NA,13.666,52.7338888889,NA,13.49,72.8,"79.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,0.606837928959008,203042,"13.6664 52.7339"
"SK_3129","HZ_BR","DANE22","F",13.6664,52.7339,2015,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.04,"Germany","Danewitz 22","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,"B-",NA,NA,NA,NA,"A",0,25,0,0,NA,NA,NA,NA,NA,691,NA,NA,13.666,52.7338888889,NA,20.81,85.6,"81.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,NA,NA,0.682168164095031,0,"13.6664 52.7339"
"SK_3130","HZ_BR","DANE22","M",13.6664,52.7339,2015,"d","d","d","m","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.05,"Germany","Danewitz 22","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0344,0.0766,0.0812,0.0789,0.0214,0.1386,NA,NA,NA,NA,NA,NA,NA,"A",0,17,0,0,NA,NA,"d",NA,NA,683,NA,NA,13.666,52.7338888889,NA,20.37,81.5,"78.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,0,NA,NA,0.684920502115563,0,"13.6664 52.7339"
"SK_3131","HZ_BR","DANE22","M",13.6664,52.7339,2015,"d","d","d","d","d","d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd","HI 14",0.05,"Germany","Danewitz 22","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0537,0.0805,0.0841,0.0823,0.0211,0.0369,NA,NA,NA,NA,NA,NA,NA,"A",0,1,0,0,NA,NA,"d",NA,NA,684,NA,NA,13.666,52.7338888889,NA,16.26,77.4,"86.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,0.64123168103484,104042,"13.6664 52.7339"
"SK_3132","HZ_BR","DANE22","F",13.6664,52.7339,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany","Danewitz 22","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0238,NA,NA,NA,NA,NA,NA,0.0021,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,692,NA,NA,13.666,52.7338888889,NA,11.94,66.1,"75.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.591695123185812,0,"13.6664 52.7339"
"SK_3133","HZ_BR","DANE22","M",13.6664,52.7339,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany","Danewitz 22","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0501,0.0956,0.0987,0.0972,0.0294,0.2156,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,685,NA,NA,13.666,52.7338888889,NA,20.84,81.4,"93.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.690296696332616,0,"13.6664 52.7339"
"SK_3134","HZ_BR","HENN7","M",13.8517,52.5142,2015,"d","m","m","m","d","d","d","m","94","95","100/125","100/120","90/100","80/100","dd","mm","dm","dm","dm","dm","HI 14",0.5,"Germany","Torfhaus","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0188,0.0848,0.0871,0.086,0.0258,0.1391,NA,NA,NA,NA,NA,NA,NA,"A",14,0,0,0,NA,NA,"m",NA,NA,1262,NA,NA,NA,NA,NA,15.75,80.4,"76.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,0,NA,NA,0.628409267569104,0,"13.8517 52.5142"
"SK_3135","HZ_BR","SCHIFF29","M",14.0569,52.8092,2015,"d","m","m","m","m","m","m","m","100","95","125","120","70","100","mm","mm","mm","mm","mm","dd","HI 14",0.85,"Germany","Schiffmühle 29","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0298,0.0496,0.0559,0.0528,0.0183,0.1296,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,4341,NA,NA,14.0569444444,52.8091666667,NA,16.99,78.7,"75.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.648844817324321,0,"14.0569 52.8092"
"SK_3136","HZ_BR","MADL11","F",14.3106,52.3789,2015,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 13",0.88,"Germany","Madlitz 11","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0223,NA,NA,NA,NA,NA,NA,0.0042,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,2672,NA,NA,14.3105555556,52.3788888889,NA,17.33,86,"81.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.640371958901064,0,"14.3106 52.3789"
"SK_3137","HZ_BR","SCHIFF29","F",14.0569,52.8092,2015,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd","HI 13",0.88,"Germany","Schiffmühle 29","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0541,NA,NA,NA,NA,NA,NA,0.0045,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,4344,NA,NA,14.0569444444,52.8091666667,NA,13.07,74,"70.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.597184167055116,0,"14.0569 52.8092"
"SK_3138","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.894736842,"Germany","Ort Berkenlatten 7","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0348,0.0753,0.0788,0.0771,0.021,0.136,NA,NA,NA,NA,NA,NA,NA,"A",0,0,1,0,NA,NA,"m",NA,NA,3599,NA,NA,13.759,53.1405555556,NA,15.88,77,"77.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,0.636552558709921,0,"13.7586 53.1406"
"SK_3139","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 14",0.9,"Germany","Ort Berkenlatten 7","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0444,0.0822,0.0846,0.0834,0.0225,0.1914,NA,NA,NA,NA,NA,NA,NA,"A",15,0,0,0,NA,NA,"m",NA,NA,3600,NA,NA,13.759,53.1405555556,NA,19.17,80.9,"78.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,NA,NA,0.672251949331531,0,"13.7586 53.1406"
"SK_3140","HZ_BR","ORTB7","F",13.7586,53.1406,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 13",0.88,"Germany","Ort Berkenlatten 7","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0459,NA,NA,NA,NA,NA,NA,0.0092,"B-",NA,NA,NA,NA,"A",9,0,0,0,NA,NA,NA,NA,NA,3604,NA,NA,13.759,53.1405555556,NA,14.86,78,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,NA,0.619429286335892,0,"13.7586 53.1406"
"SK_3141","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d",NA,"mm","mm","mm","dd","mm","dm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm","HI 13",0.8,"Germany","Hammelspring 6","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,0.0112,"B-",NA,NA,NA,NA,"A",0,0,70,0,NA,NA,NA,NA,NA,1204,NA,NA,13.429,53.0688888889,NA,16.18,79.7,"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,70,NA,NA,0.635816469744434,NA,"13.4286 53.0689"
"SK_3142","HZ_BR","HAMMEL","M",13.4286,53.0689,2015,"d","m","m","m","m","d","m","m","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm","HI 14",0.85,"Germany","Hammelspring 6","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0261,0.0598,0.0602,0.06,0.0187,0.0995,NA,NA,NA,NA,NA,NA,NA,"A",0,0,57,0,NA,NA,"m",NA,NA,1203,NA,NA,13.429,53.0688888889,NA,17.65,85.8,"81.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57,NA,NA,0.644816605497847,0,"13.4286 53.0689"
"SK_3143","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 14",0.9,"Germany","Ort Berkenlatten 7","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0302,0.0906,0.0964,0.0935,0.0265,0.1165,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,3601,NA,NA,13.759,53.1405555556,NA,15.22,76,"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.628671898846012,0,"13.7586 53.1406"
"SK_3144","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d",NA,"mm","mm","mm","dd","mm","dm","100","95","100","120","90","80","mm","mm","dd","mm","mm","mm","HI 13",0.76,"Germany","Hammelspring 6","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0405,NA,NA,NA,NA,NA,NA,0.0106,"B-",NA,NA,NA,NA,"A",0,0,75,0,NA,NA,NA,NA,NA,1205,NA,NA,13.429,53.0688888889,NA,17.25,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,75,NA,NA,0.647502864333917,0,"13.4286 53.0689"
"SK_3145","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d",NA,NA,"mm",NA,"dm","mm","mm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm","HI 11",0.857142857,"Germany","Hammelspring 6","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0365,NA,NA,NA,NA,NA,NA,0.0103,"B-",NA,NA,NA,NA,"A",0,48,6,0,NA,NA,NA,NA,NA,1206,NA,NA,13.429,53.0688888889,NA,16.17,80.3,"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48,6,NA,NA,0.634588205521026,0,"13.4286 53.0689"
"SK_3146","HZ_BR","NEUM39","M",14.1611,52.7408,2015,"d","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 14",0.85,"Germany","Neumädewitz 39","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0208,0.0538,0.0505,0.0522,0.0101,0.0145,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,3249,NA,NA,14.161,52.7408333333,NA,12.4,70.2,"62.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.592211291198572,0,"14.1611 52.7408"
"SK_3147","HZ_BR","ORTB7","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 14",0.9,"Germany","Ort Berkenlatten 7","SK",NA,"10/8/15","1M","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0676,0.0694,0.0666,0.068,0.0218,0.1303,NA,NA,NA,NA,NA,NA,NA,"A",0,0,0,0,NA,NA,"m",NA,NA,3602,NA,NA,13.759,53.1405555556,NA,16.32,82.8,"75.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.632273708689446,0,"13.7586 53.1406"
"SK_3148","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","155","120","100","80","mm","mm","mm","mm","dd","mm","HI 13",0.8,"Germany","Pappelwerder 1","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0223,NA,NA,NA,NA,NA,NA,0.0063,"B-",NA,NA,NA,NA,"A",0,0,0,0,NA,NA,NA,NA,NA,3639,NA,NA,13.651,53.2108333333,NA,13.42,77.3,"77.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.597269761410594,0,"13.6506 53.2108"
"SK_3149","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd","HI 13",0.8,"Germany","Pappelwerder 1","SK",NA,"10/8/15","1F","Dissection",NA,"10/9/15",1,NA,NA,NA,0.0124,NA,NA,NA,NA,NA,NA,NA,"B-",NA,NA,NA,NA,"A",0,5,0,0,NA,NA,NA,NA,NA,3640,NA,NA,13.651,53.2108333333,NA,7.83,62.9,"63.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,0.496906814183855,0,"13.6506 53.2108"
